 0.05  6.885e-03
 0.15  8.181e-03
 0.25  7.473e-03
 0.35  8.288e-03
 0.45  4.726e-03
 0.55  3.097e-03
 0.65  2.220e-03
 0.75  1.696e-03
 0.85 -2.672e-04
 0.95  3.370e-04
 1.05  5.041e-04
 1.15 -4.600e-05
 1.25  3.961e-05
 1.35  1.471e-04
 1.45 -3.226e-05
 1.55  3.652e-06
 1.65 -2.588e-06
 1.75  0.000e+00
 1.85  0.000e+00
 1.95  0.000e+00
 2.05  0.000e+00
 2.15  0.000e+00
 2.25  0.000e+00
 2.35  0.000e+00
 2.45  0.000e+00
 2.55  0.000e+00
 2.65  0.000e+00
 2.75  0.000e+00
 2.85  0.000e+00
 2.95  0.000e+00
 3.05  0.000e+00
 3.15  0.000e+00
 3.25  0.000e+00
 3.35  0.000e+00
 3.45  0.000e+00
 3.55  0.000e+00
 3.65  0.000e+00
 3.75  0.000e+00
 3.85  0.000e+00
 3.95  0.000e+00
 4.05  0.000e+00
 4.15  0.000e+00
 4.25  0.000e+00
 4.35  0.000e+00
 4.45  0.000e+00
 4.55  0.000e+00
 4.65  0.000e+00
 4.75  0.000e+00
 4.85  0.000e+00
 4.95  0.000e+00
