 0.05  5.758e-02
 0.15  6.010e-02
 0.25  6.347e-02
 0.35  6.821e-02
 0.45  7.290e-02
 0.55  7.716e-02
 0.65  7.963e-02
 0.75  8.029e-02
 0.85  7.984e-02
 0.95  7.816e-02
 1.05  7.470e-02
 1.15  7.084e-02
 1.25  6.723e-02
 1.35  6.256e-02
 1.45  0.000e+00
 1.55  0.000e+00
 1.65  0.000e+00
 1.75  0.000e+00
 1.85  0.000e+00
 1.95  0.000e+00
 2.05  0.000e+00
 2.15  0.000e+00
 2.25  0.000e+00
 2.35  0.000e+00
 2.45  0.000e+00
 2.55  0.000e+00
 2.65  0.000e+00
 2.75  0.000e+00
 2.85  0.000e+00
 2.95  0.000e+00
